Date,Day,Time,Temperature_C,Humidity_%,AB1_Students,AB2_Students,AB3_Students,AB4_Students,AB5_Students,MAB1_Students,MAB2_Students,MAB3_Students,MAB4_Students,Active_Windows_Labs,Active_Mac_Labs,Central_Library_Occupancy,Admin_Office_Staff,Glass_Cafeteria_Occupancy,Open_Cafeteria_Occupancy,Auditorium_Active,Boys_Hostel_Load_kWh,Girls_Hostel_Load_kWh,Solar_Generation_kWh,Electricity_Consumption_kWh,Net_Grid_Usage_kWh,Anomaly_Score,Is_Anomaly,Year,Month,Day_Of_Month,Hour,Day_Encoded,Total_AB_Students,Total_MAB_Students,Total_Students,Total_Hostel_Load,Total_Active_Labs
2026-01-22,Thursday,15:00,26.9,42,1718,1144,1314,1088,1141,1048,1067,1417,1100,28,37,287,180,133,54,0,341,321,132,5178.2,5046.2,0.0433,0,2026,1,22,15,4,6405,4632,11037,662,65
2026-01-22,Thursday,16:00,25.8,39,1400,1080,1175,1023,1359,1276,885,816,1108,30,32,315,180,132,55,0,346,268,110,5007.1,4897.1,0.0171,0,2026,1,22,16,4,6037,4085,10122,614,62
2026-01-22,Thursday,17:00,25.5,49,581,592,616,504,463,464,550,470,471,30,23,292,180,137,58,0,491,425,70,4287.1,4217.1,0.0218,0,2026,1,22,17,4,2756,1955,4711,916,53
2026-01-22,Thursday,18:00,25.0,45,638,517,565,568,620,519,507,460,492,9,3,251,5,318,108,0,424,382,29,3429.9,3400.9,0.0405,0,2026,1,22,18,4,2908,1978,4886,806,12
2026-01-22,Thursday,19:00,24.9,48,675,663,702,575,519,474,508,611,436,11,0,302,5,274,117,0,427,385,0,3640.0,3640.0,0.0335,0,2026,1,22,19,4,3134,2029,5163,812,11
2026-01-22,Thursday,20:00,25.0,52,179,157,134,170,178,123,130,132,123,0,0,220,5,239,103,0,410,365,0,2878.5,2878.5,0.1062,0,2026,1,22,20,4,818,508,1326,775,0
2026-01-22,Thursday,21:00,24.8,49,185,178,188,139,192,130,117,152,173,0,0,52,5,20,10,0,576,439,0,2950.0,2950.0,0.0975,0,2026,1,22,21,4,882,572,1454,1015,0
2026-01-22,Thursday,22:00,23.2,57,36,33,36,39,9,7,28,11,10,0,0,6,5,20,10,0,455,437,0,2533.9,2533.9,0.0389,0,2026,1,22,22,4,153,56,209,892,0
2026-01-22,Thursday,23:00,22.8,56,12,8,2,27,5,27,12,40,9,0,0,8,5,20,10,0,518,502,0,2742.8,2742.8,0.0516,0,2026,1,22,23,4,54,88,142,1020,0
2026-01-23,Friday,00:00,23.0,61,20,4,5,24,35,25,35,20,17,0,0,14,5,20,10,0,430,475,0,2555.2,2555.2,0.0181,0,2026,1,23,0,0,88,97,185,905,0
2026-01-23,Friday,01:00,21.9,66,0,39,37,33,26,7,26,9,9,0,0,3,5,20,10,0,477,399,0,2505.4,2505.4,-0.0697,1,2026,1,23,1,0,135,51,186,876,0
2026-01-23,Friday,02:00,21.4,61,6,36,6,18,34,22,26,16,24,0,0,15,5,20,10,0,466,459,0,2660.5,2660.5,-0.0162,1,2026,1,23,2,0,100,88,188,925,0
2026-01-23,Friday,03:00,20.1,62,36,38,30,2,11,17,25,9,39,0,0,12,5,20,10,0,455,462,0,2645.6,2645.6,-0.0469,1,2026,1,23,3,0,117,90,207,917,0
2026-01-23,Friday,04:00,21.9,64,2,25,21,15,3,30,17,23,1,0,0,10,5,20,10,0,461,416,0,2510.2,2510.2,-0.0606,1,2026,1,23,4,0,66,71,137,877,0
2026-01-23,Friday,05:00,22.1,57,19,19,17,31,6,14,8,19,28,0,0,10,5,20,10,0,499,418,0,2614.6,2614.6,0.0312,0,2026,1,23,5,0,92,69,161,917,0
2026-01-23,Friday,06:00,23.0,54,147,165,161,165,174,119,158,143,153,0,0,8,5,20,10,0,464,425,15,2777.6,2762.6,0.047,0,2026,1,23,6,0,812,573,1385,889,0
2026-01-23,Friday,07:00,23.0,51,436,438,471,351,399,328,316,335,409,0,0,40,5,140,65,0,355,359,31,3041.4,3010.4,0.0118,0,2026,1,23,7,0,2095,1388,3483,714,0
2026-01-23,Friday,08:00,24.5,43,957,1194,1240,1133,1213,1116,916,1085,844,3,5,80,5,143,51,0,388,370,56,4028.0,3972.0,0.0115,0,2026,1,23,8,0,5737,3961,9698,758,8
2026-01-23,Friday,09:00,24.6,47,1144,1533,1232,1130,1568,923,938,942,1153,27,29,120,180,198,48,0,338,293,90,4891.0,4801.0,-0.0049,1,2026,1,23,9,0,6607,3956,10563,631,56
2026-01-23,Friday,10:00,25.1,50,1684,1449,1629,1078,1214,878,1090,1213,1290,31,22,269,180,69,28,0,289,309,133,4915.6,4782.6,-0.0118,1,2026,1,23,10,0,7054,4471,11525,598,53
2026-01-23,Friday,11:00,26.3,43,1494,1573,1245,1631,1533,1468,1213,1213,1260,40,31,285,180,64,21,0,315,282,153,5274.2,5121.2,0.0251,0,2026,1,23,11,0,7476,5154,12630,597,71
2026-01-23,Friday,12:00,26.8,41,792,825,828,695,694,495,578,583,683,36,42,268,180,380,171,0,333,302,170,4657.3,4487.3,0.0674,0,2026,1,23,12,0,3834,2339,6173,635,78
2026-01-23,Friday,13:00,25.9,40,883,744,622,845,794,523,596,638,813,33,45,349,180,358,148,0,306,300,199,4798.9,4599.9,0.0335,0,2026,1,23,13,0,3888,2570,6458,606,78
2026-01-23,Friday,14:00,27.2,38,1031,1271,1281,1197,1225,1065,1240,1098,1074,35,37,378,180,88,35,0,316,323,201,5211.5,5010.5,0.0683,0,2026,1,23,14,0,6005,4477,10482,639,72
2026-01-23,Friday,15:00,26.5,41,963,1389,1257,1222,1166,1001,998,1178,1073,48,38,311,180,133,50,0,283,332,129,5487.3,5358.3,0.0045,0,2026,1,23,15,0,5997,4250,10247,615,86
2026-01-23,Friday,16:00,26.4,38,1271,1403,1081,809,1240,1032,1067,1141,1211,32,37,283,180,141,57,0,302,276,82,5028.8,4946.8,0.0502,0,2026,1,23,16,0,5804,4451,10255,578,69
2026-01-23,Friday,17:00,26.5,41,565,551,655,543,582,483,565,445,607,26,24,383,180,120,52,0,398,428,52,4438.8,4386.8,0.0589,0,2026,1,23,17,0,2896,2100,4996,826,50
2026-01-23,Friday,18:00,26.4,43,602,475,718,573,559,568,432,513,514,0,5,306,5,268,92,0,432,431,28,3522.7,3494.7,0.072,0,2026,1,23,18,0,2927,2027,4954,863,5
2026-01-23,Friday,19:00,24.6,47,582,648,579,587,672,530,506,431,524,7,8,250,5,260,103,0,404,357,0,3506.2,3506.2,0.0261,0,2026,1,23,19,0,3068,1991,5059,761,15
2026-01-23,Friday,20:00,24.8,45,180,208,185,185,177,159,127,129,100,0,0,280,5,311,102,0,423,387,0,2849.2,2849.2,0.0958,0,2026,1,23,20,0,935,515,1450,810,0
2026-01-23,Friday,21:00,24.7,46,188,164,167,163,166,138,136,156,157,0,0,45,5,20,10,0,505,437,0,2795.9,2795.9,0.0937,0,2026,1,23,21,0,848,587,1435,942,0
2026-01-23,Friday,22:00,23.9,54,40,7,1,15,23,31,38,28,11,0,0,15,5,20,10,0,518,523,0,2802.8,2802.8,0.0894,0,2026,1,23,22,0,86,108,194,1041,0
2026-01-23,Friday,23:00,22.8,56,37,35,22,22,10,16,5,18,1,0,0,12,5,20,10,0,422,468,0,2555.3,2555.3,0.0452,0,2026,1,23,23,0,126,40,166,890,0
2026-01-24,Saturday,00:00,22.3,60,3,10,36,13,14,14,13,17,26,0,0,0,5,20,10,0,455,392,0,2469.5,2469.5,-0.0161,1,2026,1,24,0,2,76,70,146,847,0
2026-01-24,Saturday,01:00,21.7,66,0,30,8,11,38,0,14,16,38,0,0,9,5,20,10,0,461,448,0,2655.1,2655.1,-0.0538,1,2026,1,24,1,2,87,68,155,909,0
2026-01-24,Saturday,02:00,20.2,63,17,27,24,22,29,16,13,29,19,0,0,12,5,20,10,0,443,462,0,2605.7,2605.7,-0.0488,1,2026,1,24,2,2,119,77,196,905,0
2026-01-24,Saturday,03:00,20.2,60,37,6,0,32,23,35,38,38,18,0,0,9,5,20,10,0,484,494,0,2605.8,2605.8,-0.0153,1,2026,1,24,3,2,98,129,227,978,0
2026-01-24,Saturday,04:00,21.9,62,6,30,4,21,17,40,20,17,16,0,0,9,5,20,10,0,486,424,0,2412.8,2412.8,-0.0597,1,2026,1,24,4,2,78,93,171,910,0
2026-01-24,Saturday,05:00,23.6,59,12,9,33,15,3,38,25,20,8,0,0,0,5,20,10,0,416,423,0,2622.4,2622.4,0.0682,0,2026,1,24,5,2,72,91,163,839,0
2026-01-24,Saturday,06:00,24.3,57,26,25,24,26,22,18,23,20,26,0,0,15,5,20,10,0,445,437,15,2563.0,2548.0,0.0811,0,2026,1,24,6,2,123,87,210,882,0
2026-01-24,Saturday,07:00,23.2,51,55,69,67,46,73,68,52,48,75,0,0,40,5,82,37,0,399,401,28,2514.9,2486.9,0.0373,0,2026,1,24,7,2,310,243,553,800,0
2026-01-24,Saturday,08:00,24.1,48,166,179,161,133,205,138,124,144,158,0,0,60,5,77,39,0,370,409,57,2604.1,2547.1,0.0858,0,2026,1,24,8,2,844,564,1408,779,0
2026-01-24,Saturday,09:00,24.8,47,224,197,186,181,183,156,122,181,180,0,0,80,5,87,44,0,328,284,96,2491.2,2395.2,0.0885,0,2026,1,24,9,2,971,639,1610,612,0
2026-01-24,Saturday,10:00,26.0,43,241,209,224,152,205,215,162,165,180,0,3,86,5,31,15,0,328,302,132,2511.8,2379.8,0.0977,0,2026,1,24,10,2,1031,722,1753,630,3
2026-01-24,Saturday,11:00,26.7,42,232,227,244,251,218,196,202,171,208,3,8,89,5,33,16,0,318,307,190,2565.1,2375.1,0.1166,0,2026,1,24,11,2,1172,777,1949,625,11
2026-01-24,Saturday,12:00,26.3,38,141,96,108,91,122,90,88,104,101,7,5,158,5,206,78,0,328,297,214,2540.1,2326.1,0.0703,0,2026,1,24,12,2,558,383,941,625,12
2026-01-24,Saturday,13:00,26.6,38,149,112,120,94,118,79,99,90,101,2,8,174,5,201,85,0,335,341,182,2630.3,2448.3,0.0915,0,2026,1,24,13,2,593,369,962,676,10
2026-01-24,Saturday,14:00,26.5,47,160,193,149,121,198,160,152,155,231,1,7,156,5,56,20,0,332,299,155,2678.6,2523.6,0.1472,0,2026,1,24,14,2,821,698,1519,631,8
2026-01-24,Saturday,15:00,27.2,41,146,182,245,169,216,184,161,141,119,4,8,195,5,74,32,0,301,298,154,2639.1,2485.1,0.1311,0,2026,1,24,15,2,958,605,1563,599,12
2026-01-24,Saturday,16:00,25.7,46,187,152,183,175,194,183,153,155,146,2,5,189,5,82,31,0,289,330,95,2559.5,2464.5,0.1164,0,2026,1,24,16,2,891,637,1528,619,7
2026-01-24,Saturday,17:00,26.3,39,77,66,94,76,120,64,65,68,81,0,0,139,5,85,29,0,394,361,46,2488.9,2442.9,0.0666,0,2026,1,24,17,2,433,278,711,755,0
2026-01-24,Saturday,18:00,25.5,43,108,102,83,63,83,68,67,67,72,0,0,131,5,151,66,0,439,383,29,2563.3,2534.3,0.093,0,2026,1,24,18,2,439,274,713,822,0
2026-01-24,Saturday,19:00,24.3,49,85,92,61,94,96,60,60,88,71,0,0,107,5,125,62,0,424,422,0,2571.0,2571.0,0.09,0,2026,1,24,19,2,428,279,707,846,0
2026-01-24,Saturday,20:00,23.8,51,30,20,27,23,28,20,14,20,25,0,0,95,5,155,63,0,355,446,0,2494.4,2494.4,0.0635,0,2026,1,24,20,2,128,79,207,801,0
2026-01-24,Saturday,21:00,24.4,51,31,26,24,20,27,16,22,18,25,0,0,75,5,20,10,0,504,491,0,2700.9,2700.9,0.1017,0,2026,1,24,21,2,128,81,209,995,0
2026-01-24,Saturday,22:00,22.4,53,19,26,21,23,16,37,18,29,7,0,0,15,5,20,10,0,519,478,0,2767.6,2767.6,0.0239,0,2026,1,24,22,2,105,91,196,997,0
2026-01-24,Saturday,23:00,23.0,55,3,40,37,37,39,4,30,12,32,0,0,3,5,20,10,0,475,476,0,2493.4,2493.4,0.0326,0,2026,1,24,23,2,156,78,234,951,0
2026-01-25,Sunday,00:00,23.2,61,24,33,19,26,3,9,8,12,21,0,0,13,5,20,10,0,498,397,0,2660.1,2660.1,0.0266,0,2026,1,25,0,3,105,50,155,895,0
2026-01-25,Sunday,01:00,22.8,56,36,29,9,20,11,5,31,21,40,0,0,5,5,20,10,0,486,439,0,2514.9,2514.9,0.0392,0,2026,1,25,1,3,105,97,202,925,0
2026-01-25,Sunday,02:00,21.1,64,20,40,3,0,28,17,13,10,36,0,0,5,5,20,10,0,447,470,0,2494.2,2494.2,-0.0745,1,2026,1,25,2,3,91,76,167,917,0
2026-01-25,Sunday,03:00,19.3,63,31,5,8,39,27,40,27,25,27,0,0,15,5,20,10,0,465,420,0,2633.4,2633.4,-0.0641,1,2026,1,25,3,3,110,119,229,885,0
2026-01-25,Sunday,04:00,22.5,63,24,0,2,34,12,23,0,20,33,0,0,6,5,20,10,0,461,455,0,2570.0,2570.0,-0.0083,1,2026,1,25,4,3,72,76,148,916,0
2026-01-25,Sunday,05:00,24.1,54,1,0,40,15,14,22,19,8,6,0,0,12,5,20,10,0,523,440,0,2552.3,2552.3,0.0897,0,2026,1,25,5,3,70,55,125,963,0
2026-01-25,Sunday,06:00,24.4,54,29,29,25,21,28,21,22,15,23,0,0,9,5,20,10,0,446,483,12,2627.5,2615.5,0.1104,0,2026,1,25,6,3,132,81,213,929,0
2026-01-25,Sunday,07:00,24.5,48,80,78,64,69,59,47,52,55,53,0,0,40,5,99,38,0,371,383,35,2511.2,2476.2,0.0811,0,2026,1,25,7,3,350,207,557,754,0
2026-01-25,Sunday,08:00,25.5,45,199,153,150,150,158,137,143,161,151,0,0,60,5,79,42,0,375,370,54,2612.1,2558.1,0.1095,0,2026,1,25,8,3,810,592,1402,745,0
2026-01-25,Sunday,09:00,26.0,47,187,249,196,177,220,167,170,211,168,0,0,80,5,91,38,0,347,276,80,2475.0,2395.0,0.1096,0,2026,1,25,9,3,1029,716,1745,623,0
2026-01-25,Sunday,10:00,24.9,44,243,193,174,199,239,142,196,196,213,8,8,159,5,49,15,0,328,296,133,2862.4,2729.4,0.0976,0,2026,1,25,10,3,1048,747,1795,624,16
2026-01-25,Sunday,11:00,25.4,41,291,264,218,237,245,229,195,218,274,2,5,150,5,40,17,0,319,347,216,2601.2,2385.2,0.0817,0,2026,1,25,11,3,1255,916,2171,666,7
2026-01-25,Sunday,12:00,26.0,45,134,107,119,85,117,99,113,85,85,7,5,116,5,198,104,0,356,309,239,2569.4,2330.4,0.1162,0,2026,1,25,12,3,562,382,944,665,12
2026-01-25,Sunday,13:00,26.6,40,116,93,114,104,125,95,92,84,102,2,6,176,5,203,92,0,330,290,166,2524.4,2358.4,0.1005,0,2026,1,25,13,3,552,373,925,620,8
2026-01-25,Sunday,14:00,26.0,42,180,215,237,156,203,143,177,133,178,3,2,138,5,52,19,0,342,288,168,2486.4,2318.4,0.0893,0,2026,1,25,14,3,991,631,1622,630,5
2026-01-25,Sunday,15:00,26.6,41,183,196,219,158,218,185,142,129,174,0,8,158,5,96,32,0,310,282,131,2533.6,2402.6,0.1107,0,2026,1,25,15,3,974,630,1604,592,8
2026-01-25,Sunday,16:00,26.5,44,190,190,185,188,204,153,158,150,138,5,0,172,5,96,29,0,311,287,95,2575.5,2480.5,0.1324,0,2026,1,25,16,3,957,599,1556,598,5
2026-01-25,Sunday,17:00,26.1,40,95,72,88,89,75,59,87,68,89,0,0,149,5,79,33,0,407,408,59,2487.3,2428.3,0.0758,0,2026,1,25,17,3,419,303,722,815,0
2026-01-25,Sunday,18:00,26.0,44,92,76,103,89,99,70,58,90,78,0,0,121,5,168,72,0,429,436,35,2604.7,2569.7,0.1187,0,2026,1,25,18,3,459,296,755,865,0
2026-01-25,Sunday,19:00,25.0,50,63,87,71,76,86,70,68,63,100,0,0,189,5,143,75,0,419,408,0,2654.7,2654.7,0.1198,0,2026,1,25,19,3,383,301,684,827,0
2026-01-25,Sunday,20:00,24.5,52,27,24,20,20,20,21,17,20,26,0,0,158,5,161,64,0,478,418,0,2632.9,2632.9,0.1052,0,2026,1,25,20,3,111,84,195,896,0
2026-01-25,Sunday,21:00,23.4,53,29,23,25,22,24,14,20,23,20,0,0,59,5,20,10,0,500,451,0,2671.9,2671.9,0.0717,0,2026,1,25,21,3,123,77,200,951,0
2026-01-25,Sunday,22:00,23.5,52,3,38,3,6,1,3,7,26,28,0,0,12,5,20,10,0,539,499,0,2675.6,2675.6,0.0816,0,2026,1,25,22,3,51,64,115,1038,0
2026-01-25,Sunday,23:00,23.2,59,7,35,16,30,9,13,40,0,19,0,0,13,5,20,10,0,518,425,0,2696.1,2696.1,0.0335,0,2026,1,25,23,3,97,72,169,943,0
2026-01-26,Monday,00:00,22.0,60,6,33,17,39,38,8,26,6,32,0,0,3,5,20,10,0,538,447,0,2650.3,2650.3,0.016,0,2026,1,26,0,1,133,72,205,985,0
2026-01-26,Monday,01:00,20.4,66,18,7,6,31,12,38,12,16,33,0,0,6,5,20,10,0,427,412,0,2504.7,2504.7,-0.0842,1,2026,1,26,1,1,74,99,173,839,0
2026-01-26,Monday,02:00,21.8,63,22,26,18,10,2,35,31,13,30,0,0,10,5,20,10,0,460,447,0,2557.3,2557.3,-0.0349,1,2026,1,26,2,1,78,109,187,907,0
2026-01-26,Monday,03:00,20.4,62,15,0,0,5,7,36,31,9,5,0,0,2,5,20,10,0,491,464,0,2663.9,2663.9,-0.0388,1,2026,1,26,3,1,27,81,108,955,0
2026-01-26,Monday,04:00,22.2,63,6,16,14,29,18,16,29,3,6,0,0,5,5,20,10,0,462,410,0,2527.4,2527.4,-0.026,1,2026,1,26,4,1,83,54,137,872,0
2026-01-26,Monday,05:00,23.1,60,2,18,23,20,27,7,6,2,0,0,0,4,5,20,10,0,459,407,0,2545.8,2545.8,0.0283,0,2026,1,26,5,1,90,15,105,866,0
2026-01-26,Monday,06:00,23.8,55,199,190,153,143,148,151,164,134,145,0,0,5,5,20,10,0,505,452,13,2736.6,2723.6,0.0922,0,2026,1,26,6,1,833,594,1427,957,0
2026-01-26,Monday,07:00,24.8,48,388,407,383,377,351,390,397,268,419,0,0,40,5,144,68,0,393,372,34,3043.3,3009.3,0.0826,0,2026,1,26,7,1,1906,1474,3380,765,0
2026-01-26,Monday,08:00,24.3,51,1426,1292,1477,1016,1326,967,1125,979,1001,11,6,80,5,178,59,0,361,360,67,4434.9,4367.9,0.0023,0,2026,1,26,8,1,6537,4072,10609,721,17
2026-01-26,Monday,09:00,25.6,50,1167,1247,1234,1184,1330,1174,1027,1103,1156,19,24,120,180,155,61,0,326,305,104,4870.1,4766.1,-0.0021,1,2026,1,26,9,1,6162,4460,10622,631,43
2026-01-26,Monday,10:00,25.3,43,2040,1265,1174,1433,1084,1156,1496,969,971,21,36,278,180,64,28,0,353,336,134,4840.5,4706.5,0.0139,0,2026,1,26,10,1,6996,4592,11588,689,57
2026-01-26,Monday,11:00,25.9,42,1613,1537,1731,1653,1540,1465,1350,1305,1538,36,47,222,180,64,26,0,334,326,167,5653.2,5486.2,-0.0151,1,2026,1,26,11,1,8074,5658,13732,660,83
2026-01-26,Monday,12:00,27.2,43,621,764,600,641,682,691,638,532,746,30,40,262,180,368,160,0,336,328,231,4555.4,4324.4,0.0828,0,2026,1,26,12,1,3308,2607,5915,664,70
2026-01-26,Monday,13:00,26.6,41,852,755,581,725,798,578,532,741,714,38,33,283,180,432,155,0,315,313,209,4769.0,4560.0,0.0509,0,2026,1,26,13,1,3711,2565,6276,628,71
2026-01-26,Monday,14:00,27.7,38,1248,874,1017,975,1295,1008,880,1014,1193,42,27,325,180,77,39,0,341,287,151,4917.8,4766.8,0.076,0,2026,1,26,14,1,5409,4095,9504,628,69
2026-01-26,Monday,15:00,25.5,43,1305,1423,1074,1076,1044,923,901,1175,1030,36,33,311,180,132,57,0,302,318,114,5021.8,4907.8,0.0221,0,2026,1,26,15,1,5922,4029,9951,620,69
2026-01-26,Monday,16:00,27.0,39,1356,1226,1256,830,995,1127,1180,935,1092,32,34,268,180,123,52,0,340,349,83,4942.7,4859.7,0.0428,0,2026,1,26,16,1,5663,4334,9997,689,66
2026-01-26,Monday,17:00,26.6,46,638,530,643,585,521,512,548,559,520,22,32,271,180,140,46,0,457,399,63,4407.8,4344.8,0.0516,0,2026,1,26,17,1,2917,2139,5056,856,54
2026-01-26,Monday,18:00,25.3,49,747,657,524,522,605,448,589,498,354,12,9,297,5,260,107,0,420,425,28,3749.3,3721.3,0.0286,0,2026,1,26,18,1,3055,1889,4944,845,21
2026-01-26,Monday,19:00,25.4,46,631,537,617,572,704,563,449,538,465,6,12,286,5,256,96,0,437,340,0,3481.1,3481.1,0.0494,0,2026,1,26,19,1,3061,2015,5076,777,18
2026-01-26,Monday,20:00,24.9,49,172,137,148,162,181,139,159,146,136,0,0,236,5,232,106,0,458,422,0,2953.3,2953.3,0.0981,0,2026,1,26,20,1,800,580,1380,880,0
2026-01-26,Monday,21:00,24.2,56,175,200,164,168,200,136,143,161,147,0,0,42,5,20,10,0,459,534,0,2848.3,2848.3,0.087,0,2026,1,26,21,1,907,587,1494,993,0
2026-01-26,Monday,22:00,23.9,58,39,1,8,30,31,7,26,28,2,0,0,2,5,20,10,0,480,444,0,2626.6,2626.6,0.09,0,2026,1,26,22,1,109,63,172,924,0
2026-01-26,Monday,23:00,22.0,57,16,20,0,33,36,36,14,21,33,0,0,3,5,20,10,0,506,465,0,2560.0,2560.0,0.0115,0,2026,1,26,23,1,105,104,209,971,0
2026-01-27,Tuesday,00:00,23.6,60,27,15,30,22,24,9,35,39,3,0,0,0,5,20,10,0,504,432,0,2568.8,2568.8,0.0567,0,2026,1,27,0,5,118,86,204,936,0
2026-01-27,Tuesday,01:00,22.1,60,10,32,30,31,10,4,31,20,15,0,0,10,5,20,10,0,431,478,0,2557.2,2557.2,0.0054,0,2026,1,27,1,5,113,70,183,909,0
2026-01-27,Tuesday,02:00,20.1,66,17,3,32,14,35,24,25,15,5,0,0,14,5,20,10,0,450,423,0,2447.2,2447.2,-0.1033,1,2026,1,27,2,5,101,69,170,873,0
2026-01-27,Tuesday,03:00,21.6,57,28,36,28,5,31,28,20,7,31,0,0,0,5,20,10,0,466,463,0,2648.7,2648.7,0.0128,0,2026,1,27,3,5,128,86,214,929,0
2026-01-27,Tuesday,04:00,22.6,55,6,25,26,2,35,35,0,5,38,0,0,9,5,20,10,0,442,444,0,2522.2,2522.2,0.0279,0,2026,1,27,4,5,94,78,172,886,0
2026-01-27,Tuesday,05:00,23.4,59,32,35,13,29,21,23,3,14,29,0,0,10,5,20,10,0,491,407,0,2731.2,2731.2,0.039,0,2026,1,27,5,5,130,69,199,898,0
2026-01-27,Tuesday,06:00,24.5,54,203,218,136,150,121,143,146,139,138,0,0,15,5,20,10,0,407,449,16,2673.2,2657.2,0.1127,0,2026,1,27,6,5,828,566,1394,856,0
2026-01-27,Tuesday,07:00,24.9,46,474,404,374,352,404,366,294,333,373,0,0,40,5,140,74,0,375,356,27,3056.0,3029.0,0.0798,0,2026,1,27,7,5,2008,1366,3374,731,0
2026-01-27,Tuesday,08:00,25.6,46,1427,1218,1190,1040,1082,1019,915,1193,890,9,3,80,5,181,62,0,402,390,48,4279.5,4231.5,0.0265,0,2026,1,27,8,5,5957,4017,9974,792,12
2026-01-27,Tuesday,09:00,24.2,45,1240,1119,1245,1256,1428,1116,998,1133,1179,30,29,120,180,157,57,0,313,293,78,5052.5,4974.5,-0.0076,1,2026,1,27,9,5,6288,4426,10714,606,59
2026-01-27,Tuesday,10:00,26.7,44,1532,1469,1315,1171,1140,1090,1257,1089,1238,33,33,212,180,74,30,0,304,288,156,5115.8,4959.8,0.0359,0,2026,1,27,10,5,6627,4674,11301,592,66
2026-01-27,Tuesday,11:00,25.3,39,1615,1353,1450,1439,1848,1249,1461,1517,1626,37,23,279,180,74,26,0,360,319,190,5578.3,5388.3,-0.0241,1,2026,1,27,11,5,7705,5853,13558,679,60
2026-01-27,Tuesday,12:00,27.1,38,761,874,670,678,669,764,757,563,686,34,42,302,180,413,158,0,383,284,163,4736.6,4573.6,0.0594,0,2026,1,27,12,5,3652,2770,6422,667,76
2026-01-27,Tuesday,13:00,26.1,38,712,680,657,740,718,616,697,572,653,42,28,236,180,395,160,0,366,306,214,4545.3,4331.3,0.0371,0,2026,1,27,13,5,3507,2538,6045,672,70
2026-01-27,Tuesday,14:00,27.3,45,1005,1338,1554,1201,1527,970,1045,1054,825,31,32,353,180,97,37,0,342,300,209,4994.3,4785.3,0.0499,0,2026,1,27,14,5,6625,3894,10519,642,63
2026-01-27,Tuesday,15:00,27.1,40,1460,1210,1382,1004,1106,1136,1038,992,1245,31,34,391,180,155,62,0,320,326,122,5024.4,4902.4,0.0567,0,2026,1,27,15,5,6162,4411,10573,646,65
2026-01-27,Tuesday,16:00,25.5,47,1210,1255,1102,1259,1217,885,1105,869,1011,18,22,334,180,108,46,0,326,293,91,4777.4,4686.4,0.0056,0,2026,1,27,16,5,6043,3870,9913,619,40
2026-01-27,Tuesday,17:00,26.1,45,686,552,473,541,582,464,516,445,452,25,27,272,180,147,44,0,415,399,50,4177.6,4127.6,0.0415,0,2026,1,27,17,5,2834,1877,4711,814,52
2026-01-27,Tuesday,18:00,27.4,41,814,626,583,573,775,431,424,445,527,12,3,235,5,270,126,0,433,398,25,3721.8,3696.8,0.1004,0,2026,1,27,18,5,3371,1827,5198,831,15
2026-01-27,Tuesday,19:00,25.3,52,776,613,576,609,673,442,459,412,550,6,0,285,5,233,103,0,395,383,0,3471.7,3471.7,0.0313,0,2026,1,27,19,5,3247,1863,5110,778,6
2026-01-27,Tuesday,20:00,24.8,48,144,173,164,141,166,143,126,115,182,0,0,226,5,267,118,0,521,375,0,2908.9,2908.9,0.0998,0,2026,1,27,20,5,788,566,1354,896,0
2026-01-27,Tuesday,21:00,24.2,50,164,147,164,127,189,140,147,132,143,0,0,79,5,20,10,0,507,440,0,2794.2,2794.2,0.092,0,2026,1,27,21,5,791,562,1353,947,0
2026-01-27,Tuesday,22:00,23.5,52,40,37,7,28,29,37,32,8,31,0,0,0,5,20,10,0,436,511,0,2599.0,2599.0,0.0784,0,2026,1,27,22,5,141,108,249,947,0
2026-01-27,Tuesday,23:00,24.0,60,33,3,35,27,37,30,32,11,37,0,0,5,5,20,10,0,460,442,0,2765.7,2765.7,0.0563,0,2026,1,27,23,5,135,110,245,902,0
2026-01-28,Wednesday,00:00,23.9,59,8,6,24,38,38,20,32,24,26,0,0,7,5,20,10,0,471,422,0,2614.2,2614.2,0.0719,0,2026,1,28,0,6,114,102,216,893,0
2026-01-28,Wednesday,01:00,21.8,55,17,25,21,18,28,8,8,26,38,0,0,9,5,20,10,0,427,439,0,2483.2,2483.2,-0.0222,1,2026,1,28,1,6,109,80,189,866,0
2026-01-28,Wednesday,02:00,21.5,58,35,20,35,40,13,12,13,39,18,0,0,11,5,20,10,0,442,461,0,2614.1,2614.1,0.0073,0,2026,1,28,2,6,143,82,225,903,0
2026-01-28,Wednesday,03:00,20.8,64,8,11,32,34,40,20,7,22,35,0,0,15,5,20,10,0,478,477,0,2617.7,2617.7,-0.0564,1,2026,1,28,3,6,125,84,209,955,0
2026-01-28,Wednesday,04:00,22.6,57,37,36,26,34,18,27,0,33,6,0,0,0,5,20,10,0,452,464,0,2693.3,2693.3,0.0394,0,2026,1,28,4,6,151,66,217,916,0
2026-01-28,Wednesday,05:00,24.2,51,24,9,3,3,12,17,10,18,16,0,0,4,5,20,10,0,494,390,0,2618.8,2618.8,0.0918,0,2026,1,28,5,6,51,61,112,884,0
